기업명,인증연도,리콜종류,품목
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
한국교육시스템,2018,명령에따른리콜,완구(핑거페인트)
에센CORP,2018,명령에따른리콜,완구(버블)
한일맨파워,2018,명령에따른리콜,완구(버블)
비앤씨,2018,명령에따른리콜,완구(클레이)
쓰임받는사람들,2018,명령에따른리콜,완구(액체괴물)
하늘무역,2018,명령에따른리콜,완구(액체괴물)
빅트리,2018,명령에따른리콜,완구(미술공예)
주영이앤씨,2018,명령에따른리콜,완구(미술공예)
도너랜드,2018,명령에따른리콜,완구(미술공예)
모던토이,2018,명령에따른리콜,완구(매니큐어&네일아트)
은혜사,2018,명령에따른리콜,완구(액체괴물)
카라멜팝콘,2018,명령에따른리콜,완구(액체괴물)
미정아트,2018,명령에따른리콜,완구(액체괴물)
해피프렌즈 int,2018,명령에따른리콜,완구(액체괴물)
앨리스디자인,2018,명령에따른리콜,완구(액체괴물)
재미존,2018,명령에따른리콜,완구(액체괴물)
애니토이,2018,명령에따른리콜,완구(액체괴물)
애니토이,2018,명령에따른리콜,완구(액체괴물)
카라멜팝콘,2018,명령에따른리콜,완구(액체괴물)
콘텐츠 허브,2018,명령에따른리콜,완구(액체괴물)
카라멜팝콘,2018,명령에따른리콜,완구(액체괴물)
대성,2018,명령에따른리콜,완구(액체괴물)
아이엘,2018,명령에따른리콜,합성수지제 어린이제품(바닥매트)
웹비엠,2018,명령에따른리콜,합성수지제 어린이제품(바닥매트)
웹비엠,2018,명령에따른리콜,합성수지제 어린이제품(바닥매트)
우성이앤지,2018,명령에따른리콜,쇼핑카트 부속품
굿프라이스,2018,명령에따른리콜,쇼핑카트 부속품
경동상사,2018,명령에따른리콜,어린이용 스노보드
경동상사,2018,명령에따른리콜,어린이용 스노보드
휴피니스,2018,명령에따른리콜,어린이용 롤러스케이트
글로버 코리아,2018,명령에따른리콜,어린이용 롤러스케이트
한일맨파워,2018,명령에따른리콜,어린이용 면봉
두루코리아,2018,명령에따른리콜,유아용캐리어
서울물산,2018,명령에따른리콜,어린이용 온열팩
푸른팬시,2018,명령에따른리콜,어린이용 온열팩
푸른팬시,2018,명령에따른리콜,어린이용 온열팩
창성,2018,명령에따른리콜,아동용 이단침대
로그하우스,2018,명령에따른리콜,아동용 이단침대
에보니아,2018,명령에따른리콜,아동용 이단침대
에이치피코리아 유한회사,2018,자발적리콜,노트북용 리튬이온배터리
원베스트코리아,2018,자발적리콜,루미엘콧수염젤리
로디스타,2018,자발적리콜,그녀의향수 케이스
스페셜라이즈드코리아 (유),2018,자발적리콜,18년식 Allez Fork
GF전자,2017,명령에따른리콜,전기요
알토디자인,2017,명령에따른리콜,직류전원장치
메이더스이엔씨,2017,명령에따른리콜,직류전원장치
시크론,2017,명령에따른리콜,직류전원장치
시크론,2017,명령에따른리콜,직류전원장치
자이로베스트,2017,명령에따른리콜,직류전원장치
월드스카이,2017,명령에따른리콜,직류전원장치
와이피텍,2017,명령에따른리콜,직류전원장치
로리스토어,2017,명령에따른리콜,직류전원장치
로리스토어,2017,명령에따른리콜,직류전원장치
나노휠,2017,명령에따른리콜,직류전원장치
게브인터내셔널,2017,명령에따른리콜,직류전원장치
에코아이,2017,명령에따른리콜,직류전원장치
윈윈글로벌,2017,명령에따른리콜,직류전원장치
윈윈글로벌,2017,명령에따른리콜,직류전원장치
모터보드넷,2017,명령에따른리콜,직류전원장치
여우미,2017,명령에따른리콜,직류전원장치
아이로드,2017,명령에따른리콜,직류전원장치
대원가전사업사,2017,명령에따른리콜,핫플레이트
삼정인버터,2017,명령에따른리콜,LED등기구
동일엘이디,2017,명령에따른리콜,LED등기구
홈룩스,2017,명령에따른리콜,LED등기구
동일조명,2017,명령에따른리콜,LED등기구
코콤텍,2017,명령에따른리콜,LED등기구
강우라이팅,2017,명령에따른리콜,LED등기구
서진네트웍스,2017,명령에따른리콜,전지
조일조명,2017,명령에따른리콜,조명기구용컨버터(LED용)
파룩스,2017,명령에따른리콜,조명기구용컨버터(LED용)
홍진테크,2017,명령에따른리콜,전기온풍기
웅진전자,2017,명령에따른리콜,전기스토브
대동해모로,2017,명령에따른리콜,전기스토브
코홈,2017,명령에따른리콜,전기침대
구들장,2017,명령에따른리콜,전기침대
엠앤에스,2017,명령에따른리콜,전기찜질기
프로텍메디칼,2017,명령에따른리콜,전기찜질기
생명사랑,2017,명령에따른리콜,전기찜질기
금풍전기산업,2017,명령에따른리콜,전기요
정다운,2017,명령에따른리콜,전기장판
한일생활과학,2017,명령에따른리콜,전기매트
한일의료기,2017,명령에따른리콜,전기매트
한일전기,2017,명령에따른리콜,전기방석
정다운,2017,명령에따른리콜,전기방석
우신 HIGH STEP,2017,명령에따른리콜,휴대용 사다리
코스트코 코리아,2017,명령에따른리콜,휴대용 사다리
아이지,2017,명령에따른리콜,휴대용 사다리
풍산사다리,2017,명령에따른리콜,휴대용 사다리
중앙공사,2017,명령에따른리콜,휴대용 사다리
서울금속,2017,명령에따른리콜,휴대용 사다리
보성하이테크,2017,명령에따른리콜,휴대용 사다리
이마트,2017,명령에따른리콜,휴대용 사다리
한국쉬즈라인,2017,명령에따른리콜,속눈썹 열 성형기
터치뷰티,2017,명령에따른리콜,속눈썹 열 성형기
카이지루시코리아,2017,명령에따른리콜,속눈썹 열 성형기
아이엠씨인터네셔널,2017,명령에따른리콜,전기 자전거
스쿠터나라,2017,명령에따른리콜,전기 자전거
에이알엑스,2017,자발적리콜,네오 T2800
보성BM,2017,자발적리콜,기능성 방한대
나눅스네트웍스,2017,자발적리콜,스프린트
지엠에이코리아,2017,자발적리콜,AURASUI HANDMADE(휴대폰케이스)
에이치비인터내셔날,2017,명령에따른리콜,킨더웨건 쌍둥이 유모차
제이에스코퍼레이트,2017,자발적리콜,"팔레트 1번, 3번 & 페인터 1번, 3번"
브이엠컴퍼니,2017,자발적리콜,러블리 키링 태슬 미러케이스
교원,2017,자발적리콜,Wells Farm 식물재배기
더룰,2017,자발적리콜,베이직 요가매트
영남베드앤메디칼,2017,자발적리콜,샤워트롤리
베쏭쥬쥬,2017,명령에따른리콜,아동용섬유제품
엔코스타,2017,명령에따른리콜,아동용섬유제품
엔코스타,2017,명령에따른리콜,아동용섬유제품
엔코스타,2017,명령에따른리콜,아동용섬유제품
KR INTERNATIONAL,2017,명령에따른리콜,아동용섬유제품
베쏭쥬쥬,2017,명령에따른리콜,아동용섬유제품
(유)나이키코리아,2017,명령에따른리콜,아동용섬유제품
서양네트웍스,2017,명령에따른리콜,아동용섬유제품
더블케이,2017,명령에따른리콜,아동용섬유제품
토박스코리아,2017,명령에따른리콜,아동용섬유제품
휠라코리아,2017,명령에따른리콜,아동용섬유제품
베스트캡,2017,명령에따른리콜,아동용섬유제품
이폴리움,2017,명령에따른리콜,유아용 섬유제품
콤마모자,2017,명령에따른리콜,유아용 섬유제품
호신인펀트,2017,명령에따른리콜,유아용 섬유제품
앨리스디자인,2017,명령에따른리콜,완구
영그램,2017,명령에따른리콜,완구
티에스티트레이딩,2017,명령에따른리콜,완구
큐티월드,2017,명령에따른리콜,완구
종이나라,2017,명령에따른리콜,완구
아트박스,2017,명령에따른리콜,학용품
모닝글로리,2017,명령에따른리콜,학용품
아모스,2017,명령에따른리콜,학용품
김&장 법률사무소,2017,자발적리콜,유리섬유 로커 의자
태영전자,2017,명령에따른리콜,전기찜질기
동진임포츠,2017,자발적리콜,자전거용 전조등
김&장 법률사무소,2017,자발적리콜,타이어
산바다스포츠,2017,자발적리콜,브롬톤자전거 바텀브라켓
댄포스,2017,자발적리콜,DEVI 850 온도센서 Kit
김장 법률사무소,2017,자발적리콜,Arm Curl Machine(팔운동용 헬스기구)
더마켓,2017,명령에따른리콜,전지
포콘스,2017,명령에따른리콜,전지
두성,2017,명령에따른리콜,전지
한선유통,2017,명령에따른리콜,전지
케이투씨아이,2017,명령에따른리콜,전지
에이비엘코리아,2017,명령에따른리콜,전지
다사와닷컴,2017,명령에따른리콜,전지
이음전산,2017,명령에따른리콜,전지
케이투씨아이,2017,명령에따른리콜,전지
미니소코리아,2017,명령에따른리콜,전지
시그마네트웍스,2017,자발적리콜,시그마 2in1 핸드선풍기
키보스,2017,자발적리콜,맨하탄 손감각 윈켈 - 브라이트
지브라테크놀로지코리아,2017,자발적리콜,프린터용 전원공급장치
한국후지제록스,2017,자발적리콜,Multifunction Devices
대진인터내셔널,2017,자발적리콜,Bianchi
아이큐박스,2017,자발적리콜,완구
애버드,2017,명령에따른리콜,램프용 전자식안정기
대원루스터,2017,명령에따른리콜,램프용 전자식안정기
광명하이테크,2017,명령에따른리콜,램프용 전자식안정기
리빙홈,2017,명령에따른리콜,LED등기구
세아코리아,2017,명령에따른리콜,LED등기구
다보예,2017,명령에따른리콜,LED등기구
다보예,2017,명령에따른리콜,LED등기구
남양전기,2017,명령에따른리콜,LED등기구
라츠,2017,명령에따른리콜,직류전원장치
제원무역,2017,명령에따른리콜,직류전원장치
지오텍,2017,명령에따른리콜,직류전원장치
트윈벨,2017,명령에따른리콜,직류전원장치
트윈벨,2017,명령에따른리콜,직류전원장치
엠앤에스,2017,명령에따른리콜,전기찜질기
휴먼월드,2017,명령에따른리콜,전기찜질기
디비씨코리아,2017,명령에따른리콜,전기찜질기
생명사랑,2017,명령에따른리콜,전기찜질기
뉴스코리아,2017,명령에따른리콜,전격살충기
유니맥스이엔엘,2017,명령에따른리콜,전격살충기
한진종합전기,2017,명령에따른리콜,가정용 소형변압기
한일테크,2017,명령에따른리콜,가정용 소형변압기
성림GS,2017,명령에따른리콜,케이블릴
주은전기산업,2017,명령에따른리콜,케이블릴
승주산업,2017,명령에따른리콜,케이블릴
삼화전기,2017,명령에따른리콜,케이블릴
아이디알,2017,명령에따른리콜,예초기의 날
세계,2017,명령에따른리콜,예초기의 날
한진물산,2017,명령에따른리콜,예초기의 날
동인 의료기,2017,명령에따른리콜,고령자용보행차
모닝메디케어,2017,명령에따른리콜,고령자용보행차
미래메디쿠스,2017,명령에따른리콜,고령자용보행차
갈모,2017,명령에따른리콜,우산 및 양산
아트박스,2017,명령에따른리콜,우산 및 양산
시즌,2017,명령에따른리콜,우산 및 양산
영인레인,2017,명령에따른리콜,우산 및 양산
올랜도인터내셔날,2017,명령에따른리콜,가정용섬유제품(우의)
엔피니,2017,명령에따른리콜,물안경
광원광학,2017,명령에따른리콜,선글라스
광원광학,2017,명령에따른리콜,선글라스
실로스트레치,2017,명령에따른리콜,수영복
아이보리,2017,명령에따른리콜,수영복
진성산업,2017,명령에따른리콜,스포츠용 구명복
주영이앤씨,2017,명령에따른리콜,완구
티모,2017,명령에따른리콜,공기주입 물놀이기구
콩깍지,2017,명령에따른리콜,완구
아이비젼,2017,명령에따른리콜,완구
정성아이앤씨,2017,명령에따른리콜,가정용 섬유제품(학생복)
세계로무역,2017,명령에따른리콜,완구
에이치케이코퍼레이션,2017,자발적리콜,"17' GT Aggressor Expert에 사용된 핸들바, 핸들스템"
이마트,2017,자발적리콜,HOT&COOL 보온보냉에어포트
세움통상,2017,명령에따른리콜,완구
나람교육사,2017,명령에따른리콜,완구(인형)
바다통상,2017,명령에따른리콜,전지
두이즈,2017,자발적리콜,직류전원장치
쎄로또레,2017,자발적리콜,유아용캐리어
파나소닉 코리아,2017,자발적리콜,노트북 컴퓨터
핀플레이,2017,자발적리콜,키위워치1
한샘,2017,권고에따른리콜,모모로 서랍장(4단)
라이트컴,2017,명령에따른리콜,직류전원장치
빅라이팅컴퍼니,2017,명령에따른리콜,LED등기구
광민라이팅,2017,명령에따른리콜,조명기구용컨버터
한아테크,2017,명령에따른리콜,조명기구용컨버터
